validScientificName,kingdom,phylum,order,family.ORIG,genus.ORIG,species,taxonRank.ORIG,iucnRedListCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,year,datasetKey,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Grimmia pulvinata,Plantae,Bryophyta,Grimmiales,Grimmiaceae,Grimmia,Grimmia pulvinata,SPECIES,NE,10.427276,63.444076,5,2023,b124e1e0-4755-430f-9eab-894f25a9b59c,Grimmia pulvinata (Hedw.) Sm.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,14,2,wfo-1200024719,"","",Grimmia pulvinata,species,"",Sw.,Grimmiaceae,"","",,Grimmia,"",pulvinata,"",species,"","Utkast til en Svensk Flora, Tredje Uplagan: 533 1816",Unchecked,"","",,"","",The Bryophyte TEN,B,"","",FALSE,"","",""
Anthyllis vulneraria L.,Plantae,Tracheophyta,Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,SPECIES,NE,10.427356,63.444124,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Anthyllis vulneraria L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,15,1,wfo-0000212115,urn:lsid:ipni.org:names:474795-1,7194,Anthyllis vulneraria,species,wfo-4000002469,L.,Fabaceae,"","",,Anthyllis,"",vulneraria,"",species,Valid,Sp. Pl.: 719 (1753),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from Sp. Pl. 2: 719. 1753 [1 May 1753]  to Sp. Pl. : 719 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-",https://www.legumedata.org/taxonomy/taxon/642105,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-7194,"",FALSE,"","",""
Draba verna L.,Plantae,Tracheophyta,Brassicales,Brassicaceae,Draba,Draba verna,SPECIES,NE,10.421858,63.445283,8,2023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Draba verna L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,16,1,wfo-0000656282,urn:lsid:ipni.org:names:283173-1,905564,Draba verna,species,wfo-4000012494,L.,Brassicaceae,"","",,Draba,"",verna,"",species,Valid,Sp. Pl. : 642 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 642 1753  to Sp. Pl. : 642 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2777499 >The Plant ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:283173-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2777499,"",TRUE,Synonym,wfo-0000738428,Draba verna var. major
Clinopodium vulgare L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Clinopodium,Clinopodium vulgare,SPECIES,NE,10.427356,63.444124,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Clinopodium vulgare L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,17,1,wfo-0000893535,urn:lsid:ipni.org:names:61206-2,43704,Clinopodium vulgare,species,wfo-4000008626,L.,Lamiaceae,"","",,Clinopodium,"",vulgare,"",species,Valid,Sp. Pl. : 587 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 587 1753  to Sp. Pl. : 587 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43704 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-43704,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-43704,"",FALSE,"","",""
Melilotus albus Medik.,Plantae,Tracheophyta,Fabales,Fabaceae,Melilotus,Melilotus albus,SPECIES,NE,10.425461,63.444108,25,2023,b124e1e0-4755-430f-9eab-894f25a9b59c,Melilotus albus Medik.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,18,1,wfo-0000212815,urn:lsid:ipni.org:names:156656-2,7888,Melilotus albus,species,wfo-4000023647,Medik.,Fabaceae,"","",,Melilotus,"",albus,"",species,Valid,Vorles. Churpfälz. Phys.-Ökon. Ges.2: 382 (1787),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 382 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-788",https://www.legumedata.org/taxonomy/taxon/367267,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-7888,"",FALSE,"","",""
Melilotus albus Medik.,Plantae,Tracheophyta,Fabales,Fabaceae,Melilotus,Melilotus albus,SPECIES,NE,10.425461,63.444108,25,2023,b124e1e0-4755-430f-9eab-894f25a9b59c,Melilotus albus Medik.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,18,2,wfo-0000212815,urn:lsid:ipni.org:names:156656-2,7888,Melilotus albus,species,wfo-4000023647,Medik.,Fabaceae,"","",,Melilotus,"",albus,"",species,Valid,Vorles. Churpfälz. Phys.-Ökon. Ges.2: 382 (1787),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 382 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-788",https://www.legumedata.org/taxonomy/taxon/367267,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-7888,"",TRUE,Synonym,wfo-1200009354,Melilotus albus
Vicia cracca L.,Plantae,Tracheophyta,Fabales,Fabaceae,Vicia,Vicia cracca,SPECIES,LC,10.427356,63.444124,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Vicia cracca L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,19,1,wfo-0000214046,urn:lsid:ipni.org:names:30263827-2,9103,Vicia cracca,species,wfo-4000040234,L.,Fabaceae,"","",,Vicia,"",cracca,"",species,Valid,Sp. Pl.: 735 (1753),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 735 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-9103 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/452117,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-9103,"",TRUE,Synonym,wfo-0001061249,Vicia cracca f. cracca
Vicia cracca L.,Plantae,Tracheophyta,Fabales,Fabaceae,Vicia,Vicia cracca,SPECIES,LC,10.427356,63.444124,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Vicia cracca L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,19,2,wfo-0000214046,urn:lsid:ipni.org:names:30263827-2,9103,Vicia cracca,species,wfo-4000040234,L.,Fabaceae,"","",,Vicia,"",cracca,"",species,Valid,Sp. Pl.: 735 (1753),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 735 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-9103 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/452117,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-9103,"",TRUE,Synonym,wfo-0001449619,Vicia cracca var. nana
Cotoneaster bullatus Bois ex Bilm. & Bois,Plantae,Tracheophyta,Rosales,Rosaceae,Cotoneaster,Cotoneaster bullatus,SPECIES,NE,10.421859,63.445236,23,2021,b124e1e0-4755-430f-9eab-894f25a9b59c,Cotoneaster bullatus Bois ex Bilm. & Bois,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,21,20,1,wfo-0000983709,urn:lsid:ipni.org:names:722433-1,1052,Cotoneaster bullatus,species,wfo-4000009472,Bois,Rosaceae,"","",,Cotoneaster,"",bullatus,"",species,Valid,Bull. Soc. Bot. France 51(Sess. Jub. 2): cliii (1904),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from ; 1904 cliii, ff. 1904  to Bull. Soc. Bot. France 51(Sess. Jub. 2): cliii (1904), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/rjp-1052,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1052,"",FALSE,"","",""
Tortula subulata Hedw.,Plantae,Bryophyta,Pottiales,Pottiaceae,Tortula,Tortula subulata,SPECIES,NE,10.4226,63.4447,1,2009,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Tortula subulata Hedw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,21,1,wfo-0001154125,35112961,35112961,Tortula subulata,species,wfo-4000038616,Hedw.,Pottiaceae,"","",,Tortula,"",subulata,"",species,Valid,Sp. Musc. Frond. 122. pl. 27: f. 1–3 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35112961 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35112961 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35112961,The Bryophyte TEN,B,tro-35112961,"",FALSE,"","",""
Viola mirabilis L.,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola,Viola mirabilis,SPECIES,NE,10.421993,63.445228,10,2015,b124e1e0-4755-430f-9eab-894f25a9b59c,Viola mirabilis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,22,1,wfo-0001326351,urn:lsid:ipni.org:names:892688-1,892688-1,Viola mirabilis f. seiichii,form,"",E.Hama,Violaceae,"","",,Viola,"",mirabilis,seiichii,form,"",J. Jap. Bot. 51(11): 339. 1976,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Viola mirabilis L.,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola,Viola mirabilis,SPECIES,NE,10.421993,63.445228,10,2015,b124e1e0-4755-430f-9eab-894f25a9b59c,Viola mirabilis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,22,2,wfo-1200011029,urn:lsid:ipni.org:names:77234470-1,"",Viola mirabilis f. strigosa,form,"",W.Becker,Violaceae,"","",,Viola,"",mirabilis,strigosa,form,"",Fl. Aziat. Ross. 8: 29. 1915,Unchecked,"","",,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Encalypta brevicolla,Plantae,Bryophyta,Encalyptales,Encalyptaceae,Encalypta,Encalypta brevicolla,SPECIES,NE,10.4235,63.4454,1414,1888,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Encalypta brevicolla (Bruch & Schimp.) Ångstr.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,23,1,wfo-0001165811,35134263,35134263,Encalypta brevicollis,species,wfo-4000013354,(Bruch & Schimp.) Ångström,Encalyptaceae,"","",,Encalypta,"",brevicollis,"",species,Valid,Nova Acta Regiae Soc. Sci. Upsal. 12: 362 1844,Accepted,"",wfo-0001165851,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35134263 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35134263 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35134263,The Bryophyte TEN,B,tro-35134263,"",FALSE,"","",""
Ptychostomum inclinatum,Plantae,Bryophyta,Bryales,Bryaceae,Ptychostomum,Ptychostomum inclinatum,SPECIES,NE,10.4216,63.4452,1,2009,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Ptychostomum inclinatum (Sw. ex Brid.) J.R.Spence,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,24,1,wfo-0001213268,35216074,35216074,Ptychostomum inclinatum,species,wfo-4000032141,(Sw. ex Brid.) J.R.Spence,Bryaceae,"","",,Ptychostomum,"",inclinatum,"",species,Valid,Phytologia 87: 21 2005,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35216074 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35216074 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35216074,The Bryophyte TEN,B,tro-35216074,"",FALSE,"","",""
Ptychostomum pallescens,Plantae,Bryophyta,Bryales,Bryaceae,Ptychostomum,Ptychostomum pallescens,SPECIES,NE,10.4235,63.4454,1414,1888,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Ptychostomum pallescens (Schleich. ex Schwägr.) J.R.Spence,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,25,1,wfo-0001213277,35216083,35216083,Ptychostomum pallescens,species,wfo-4000032141,(Schleich. ex Schwägr.) J.R.Spence,Bryaceae,"","",,Ptychostomum,"",pallescens,"",species,Valid,Phytologia 87: 21 2005,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35216083 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35216083 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35216083,The Bryophyte TEN,B,tro-35216083,"",FALSE,"","",""
Polygonatum odoratum,Plantae,Tracheophyta,Asparagales,Asparagaceae,Polygonatum,Polygonatum odoratum,SPECIES,NE,10.421715,63.445212,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Polygonatum odoratum (Mill.) Druce,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,26,1,wfo-0000716063,urn:lsid:ipni.org:names:540195-1,284008,Polygonatum odoratum,species,wfo-4000030741,(Mill.) Druce,Asparagaceae,"","",,Polygonatum,"",odoratum,"",species,Valid,Ann. Scott. Nat. Hist. 1906: 226 (1906),Accepted,"",wfo-0000764170,,"Source in seed data: wcs Update namepublishedIn from Ann. Scott. Nat. Hist. 1906: 226 1906  to Ann. Scott. Nat. Hist. 1906: 226 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/kew-284008,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-284008,"",FALSE,"","",""
Galium boreale L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium boreale,SPECIES,NE,10.426207,63.444553,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Galium boreale L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,27,1,wfo-0000969175,urn:lsid:ipni.org:names:750036-1,86535,Galium hupehense,species,wfo-4000015241,Pamp.,Rubiaceae,"","",,Galium,"",hupehense,"",species,Valid,"Nuovo Giorn. Bot. Ital. , n.s., 17: 719 (1910)",Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Nuovo Giorn. Bot. Ital. xvii. 719 (1910).  to Nuovo Giorn. Bot. Ital. , n.s., 17: 719 (1910), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",http://www.theplantlist.org/tpl1.1/record/kew-86535,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-86535,"",TRUE,Synonym,wfo-0000968490,Galium boreale var. molle
Galium boreale L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium boreale,SPECIES,NE,10.426207,63.444553,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Galium boreale L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,27,2,wfo-0000968464,urn:lsid:ipni.org:names:749626-1,85836,Galium boreale,species,wfo-4000015241,L.,Rubiaceae,"","",,Galium,"",boreale,"",species,Valid,Sp. Pl. : 108 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 108 1753  to Sp. Pl. : 108 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-85836 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-85836,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-85836,"",TRUE,Synonym,wfo-1200016978,Galium boreale var. nudum
Fragaria vesca L.,Plantae,Tracheophyta,Rosales,Rosaceae,Fragaria,Fragaria vesca,SPECIES,NE,10.426494,63.444473,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Fragaria vesca L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,28,1,wfo-0000993770,urn:lsid:ipni.org:names:30074127-2,23,Fragaria vesca,species,wfo-4000014995,L.,Rosaceae,"","",,Fragaria,"",vesca,"",species,Valid,Sp. Pl. : 494 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 494 1753  to Sp. Pl. : 494 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-23,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-23,"",TRUE,Synonym,wfo-0001005796,Fragaria vesca f. alba
Saxifraga tridactylites L.,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga tridactylites,SPECIES,NE,10.421931,63.44526,5,2022,b124e1e0-4755-430f-9eab-894f25a9b59c,Saxifraga tridactylites L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,29,1,wfo-0000494585,urn:lsid:ipni.org:names:794664-1,718295,Saxifraga tridactylites,species,wfo-4000034203,L.,Saxifragaceae,"","",,Saxifraga,"",tridactylites,"",species,Valid,Sp. Pl. : 404 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 404 1753  to Sp. Pl. : 404 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2584682 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2584682,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2584682,"",FALSE,"","",""
Draba incana L.,Plantae,Tracheophyta,Brassicales,Brassicaceae,Draba,Draba incana,SPECIES,NE,10.42185,63.445276,25,2012,b124e1e0-4755-430f-9eab-894f25a9b59c,Draba incana L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,30,1,wfo-0000655499,urn:lsid:ipni.org:names:282687-1,904837,Draba incana,species,wfo-4000012494,L.,Brassicaceae,"","",,Draba,"",incana,"",species,Valid,Sp. Pl. : 643 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 643 1753  to Sp. Pl. : 643 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2776772 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2776772,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2776772,"",TRUE,Synonym,wfo-0000655514,Draba incana f. tenuis
Draba incana L.,Plantae,Tracheophyta,Brassicales,Brassicaceae,Draba,Draba incana,SPECIES,NE,10.42185,63.445276,25,2012,b124e1e0-4755-430f-9eab-894f25a9b59c,Draba incana L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,30,2,wfo-0000655499,urn:lsid:ipni.org:names:282687-1,904837,Draba incana,species,wfo-4000012494,L.,Brassicaceae,"","",,Draba,"",incana,"",species,Valid,Sp. Pl. : 643 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 643 1753  to Sp. Pl. : 643 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2776772 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2776772,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2776772,"",TRUE,Synonym,wfo-0000738575,Draba incana f. altera
Hypericum perforatum L.,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,SPECIES,NE,10.421859,63.445236,23,2021,b124e1e0-4755-430f-9eab-894f25a9b59c,Hypericum perforatum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,31,1,wfo-0000728093,urn:lsid:ipni.org:names:433719-1,985408,Hypericum perforatum,species,wfo-4000018759,L.,Hypericaceae,"","",,Hypericum,"",perforatum,"",species,Valid,Sp. Pl. : 785 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 785 1753  to Sp. Pl. : 785 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2858676 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2858676,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2858676,"",FALSE,"","",""
Schistidium maritimum,Plantae,Bryophyta,Grimmiales,Grimmiaceae,Schistidium,Schistidium maritimum,SPECIES,NE,10.4235,63.4454,1414,1889,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Schistidium maritimum (Sm. ex R.Scott) Bruch & Schimp.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,32,1,wfo-0001175023,35149273,35149273,Schistidium maritimum,species,wfo-4000034365,(Turner ex Robt.Scott) Bruch & Schimp.,Grimmiaceae,"","",,Schistidium,"",maritimum,"",species,Valid,Bryol. Eur. 3: 102 (fasc. 25–28. Monogr. 10) 1845,Accepted,"",wfo-0001173651,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35149273 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35149273 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35149273,The Bryophyte TEN,B,tro-35149273,"",FALSE,"","",""
Grimmia ovalis,Plantae,Bryophyta,Grimmiales,Grimmiaceae,Grimmia,Grimmia ovalis,SPECIES,NE,10.4235,63.4454,1414,1890,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Grimmia ovalis (Hedw.) Lindb.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,33,1,wfo-0001173723,35147143,35147143,Grimmia ovalis,species,wfo-4000016235,(Hedw.) Lindb.,Grimmiaceae,"","",,Grimmia,"",ovalis,"",species,Valid,Acta Soc. Sci. Fenn. 10: 75 1871,Accepted,"",wfo-0001159672,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35147143 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35147143 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35147143,The Bryophyte TEN,B,tro-35147143,"",FALSE,"","",""
Thymus praecox subsp. praecox,Plantae,Tracheophyta,Lamiales,Lamiaceae,Thymus,Thymus praecox,SUBSPECIES,,10.426494,63.444473,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Thymus praecox subsp. praecox,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,34,1,wfo-0000324570,urn:lsid:ipni.org:names:77170991-1,205277,Thymus praecox  subsp. praecox,subspecies,wfo-0000324555,"",Lamiaceae,"","",,Thymus,"",praecox,praecox,subspecies,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-205277 >The Plant List v.1.1.</a> Origin",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170991-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-205277,"",FALSE,"","",""
Rosa subcollina,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa subcollina,SPECIES,NE,10.4235,63.4454,1414,1938,d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,Rosa subcollina (Christ) Vuk.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,35,1,wfo-0001005415,"",37576,Rosa subcollina,species,"",(H.Christ) Dalla Torre & Sarnth.,Rosaceae,"","",,Rosa,"",subcollina,"",species,"",Flora der gef?rsteten Grafschaft Tirol ; 1900 516 1909,Unchecked,"",wfo-0001001861,,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-37576 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-37576 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-37576,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-37576,"",FALSE,"","",""
Rosa subcollina,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa subcollina,SPECIES,NE,10.4235,63.4454,1414,1938,d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,Rosa subcollina (Christ) Vuk.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,35,2,wfo-0001131910,urn:lsid:ipni.org:names:734379-1,27805011,Rosa subcollina,species,wfo-4000033476,(Christ) Dalla Torre & Sarnth.,Rosaceae,"","",,Rosa,"",subcollina,"",species,Valid,Fl. Tirol 6(2): 516. 1909,Accepted,"","",,"Source in seed data: tro Updated Author from Dalla Torre to (Christ) Dalla Torre & Sarnth., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-278",http://www.theplantlist.org/tpl1.1/record/tro-27805011,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-27805011,"",FALSE,"","",""
