validScientificName,family.ORIG,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Potentilla reptans L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,40.72,20.3,38.98,CR/CSR,1,Potentilla reptans L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2240,2,wfo-0000991038,urn:lsid:ipni.org:names:728845-1,19643,Potentilla reptans,species,"",Willd. ex Ledeb.,Rosaceae,"","",,Potentilla,"",reptans,"",species,"","Fl. Ross. (Ledeb.) 2(1,4): 52. 1843 [Sep 1843]",Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Flora rossica ; 1841 52 1843  to Fl. Ross. (Ledeb.) 2(1,4): 52. 1843 [Sep 1843] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http:",http://www.theplantlist.org/tpl1.1/record/rjp-19643,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-19643,"",FALSE,"","",""
Potentilla reptans L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,40.72,20.3,38.98,CR/CSR,1,Potentilla reptans L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2240,3,wfo-0001011690,urn:lsid:ipni.org:names:324739-2,527,Potentilla reptans,species,wfo-4000031030,L.,Rosaceae,"","",,Potentilla,"",reptans,"",species,Valid,Sp. Pl. : 499 (1753),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 499 1753  to Sp. Pl. : 499 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-527,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-527,"",FALSE,"","",""
Potentilla rupestris L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,16.66,52.68,30.66,S/CSR,1,Potentilla rupestris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2241,1,wfo-0000991039,urn:lsid:ipni.org:names:728891-1,19644,Potentilla rupestris,species,"",Pall. ex Ledeb.,Rosaceae,"","",,Potentilla,"",rupestris,"",species,"","Fl. Ross. (Ledeb.) 2(1,4): 41. 1843 [Sep 1843]",Unchecked,"","",,"Source in seed data: rjp Updated namepublishedIn from Flora rossica ; 1841 41 1843  to Fl. Ross. (Ledeb.) 2(1,4): 41. 1843 [Sep 1843] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/rjp-19644,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-19644,"",FALSE,"","",""
Potentilla rupestris L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,16.66,52.68,30.66,S/CSR,1,Potentilla rupestris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2241,2,wfo-0001017503,urn:lsid:ipni.org:names:947073-1,818,Drymocallis rupestris,species,wfo-4000012625,(L.) Soják,Rosaceae,"","",,Drymocallis,"",rupestris,"",species,Valid,"Cas. Nár. Muz., Rada Prír. 154: 118 (1985 publ. 1989)",Accepted,"",wfo-0001001369,,"Source in seed data: rjp Update namepublishedIn from Čas. Nár. Muz. Praze, Rada Přír. 154(3-4): 118. 1989 [1985 publ. 1989]  to Cas. Nár. Muz., Rada Prír. 154: 118 (1985 publ. 1989), information provided by Alan E. on email Jun. 07 2021 More detail",http://www.theplantlist.org/tpl1.1/record/rjp-818,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-818,"",TRUE,Synonym,wfo-0001001369,Potentilla rupestris
Potentilla rupestris L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,16.66,52.68,30.66,S/CSR,1,Potentilla rupestris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2241,3,wfo-0001004420,urn:lsid:ipni.org:names:728893-1,36227,Potentilla rupestris,species,"",Falk,Rosaceae,"","",,Potentilla,"",rupestris,"",species,"","Beytr. Topogr. Kennt. Russ. Reichs 2: 193, t. 9. 1786",Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Beytr„ge zur topographischen Kenntnis des russichen Reiches ; 1785 193, t.9 1786  to Beytr. Topogr. Kennt. Russ. Reichs 2: 193, t. 9. 1786 , according to IPNI. Information provided by Alan E. on ema",http://www.theplantlist.org/tpl1.1/record/rjp-36227,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-36227,"",FALSE,"","",""
Potentilla rupestris L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,16.66,52.68,30.66,S/CSR,1,Potentilla rupestris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,2241,4,wfo-0001006462,urn:lsid:ipni.org:names:728892-1,40239,Potentilla rupestris,species,"",C.Presl,Rosaceae,"","",,Potentilla,"",rupestris,"",species,"",Epimel. Bot. 198. 1851 [Oct 1851],Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Epimeliae botanicae ; 1851 198 1851  to Epimel. Bot. 198. 1851 [Oct 1851] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.",http://www.theplantlist.org/tpl1.1/record/rjp-40239,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40239,"",FALSE,"","",""
Potentilla simplex Michx.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,16.73,50.94,32.33,S/CSR,2,Potentilla simplex Michx.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2242,1,wfo-0001005623,urn:lsid:ipni.org:names:728987-1,3829,Potentilla simplex,species,wfo-4000031030,Michx.,Rosaceae,"","",,Potentilla,"",simplex,"",species,Valid,Fl. Bor.-Amer. 1: 303 (1803),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Flora boreali-americana ; 1803 303 1803  to Fl. Bor.-Amer. 1: 303 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",http://www.theplantlist.org/tpl1.1/record/rjp-3829,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-3829,"",FALSE,"","",""
Potentilla subviscosa Greene,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,14.64,63.86,21.5,S/CSR,4,Potentilla subviscosa Greene,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2243,1,wfo-0001005642,urn:lsid:ipni.org:names:30243267-2,3833,Potentilla subviscosa,species,wfo-4000031030,Greene,Rosaceae,"","",,Potentilla,"",subviscosa,"",species,Valid,Bull. Torrey Bot. Club 8: 97 (1881),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from ; 1881 97 1881  to Bull. Torrey Bot. Club 8: 97 (1881), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3833 >",http://www.theplantlist.org/tpl1.1/record/rjp-3833,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-3833,"",FALSE,"","",""
Potentilla tabernaemontani Asch.,Rosaceae,Rosales,Rosanae,Dicot,perennial,forb,23.9,59.2,16.9,S/CSR,1,Potentilla tabernaemontani Asch.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,2244,1,wfo-0000989795,urn:lsid:ipni.org:names:729079-1,18,Potentilla tabernaemontani,species,wfo-4000031030,Asch.,Rosaceae,"","",,Potentilla,"",tabernaemontani,"",species,Valid,Verh. Bot. Vereins Prov. Brandenburg 32: 156 (1891),Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Abh. Bot. Ver. Prov. Brand. xxxii. (1891) 156.  to Verh. Bot. Vereins Prov. Brandenburg 32: 156 (1891), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http",http://www.theplantlist.org/tpl1.1/record/rjp-18,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-18,"",TRUE,Synonym,wfo-0000998479,Potentilla tabernaemontani var. hirsuta
Poulsenia armata,Moraceae,Rosales,Rosanae,Dicot,perennial,tree,68.41,28.23,3.36,C/CS,7,Poulsenia armata (Miq.) Standl.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2245,1,wfo-0000474038,urn:lsid:ipni.org:names:1059330-2,683509,Poulsenia armata,species,wfo-4000031055,(Miq.) Standl.,Moraceae,"","",,Poulsenia,"",armata,"",species,Valid,Trop. Woods 33: 4 (1933),Accepted,"",wfo-0000383517,,"Source in seed data: cmp Update namepublishedIn from Trop. Woods 33: 4 1933  to Trop. Woods 33: 4 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2547685 >",http://www.theplantlist.org/tpl1.1/record/kew-2547685,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2547685,"",FALSE,"","",""
Pourouma bicolor Mart.,Urticaceae,Rosales,Rosanae,Dicot,perennial,tree,76.46,21.33,2.22,C/CS,7,Pourouma bicolor Mart.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2246,1,wfo-0000394906,urn:lsid:ipni.org:names:856077-1,547052,Pourouma bicolor,species,wfo-4000031059,Mart.,Urticaceae,"","",,Pourouma,"",bicolor,"",species,Valid,Syst. Mat. Med. Bras. : 34 (1843),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Syst. Mat. Med. Bras. 34 1843  to Syst. Mat. Med. Bras. : 34 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-2408642,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2408642,"",FALSE,"","",""
Pouteria bangii,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,40.08,45.77,14.15,CS/CSR,7,Pouteria bangii (Rusby) T.D. Penn.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2247,1,wfo-0000281563,urn:lsid:ipni.org:names:948066-1,163943,Pouteria bangii,species,wfo-4000031064,(Rusby) T.D.Penn.,Sapotaceae,"","",,Pouteria,"",bangii,"",species,Valid,Fl. Neotrop. Monogr. 52: 288 (1990),Accepted,"",wfo-0000310601,,"Source in seed data: wcs Update namepublishedIn from Fl. Neotrop. Monogr. 52: 288 1990  to Fl. Neotrop. Monogr. 52: 288 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",http://www.theplantlist.org/tpl1.1/record/kew-163943,The Sapotaceae TEN,A,kew-163943,"",FALSE,"","",""
Pouteria fossicola Cronquist,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,54.28,36.89,8.83,CS,7,Pouteria fossicola Cronquist,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,2248,1,wfo-0000281755,urn:lsid:ipni.org:names:209769-2,164120,Pouteria fossicola,species,wfo-4000031064,Cronquist,Sapotaceae,"","",,Pouteria,"",fossicola,"",species,Valid,Lloydia 9: 289 (1946),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Lloydia 9: 289 1946  to Lloydia 9: 289 (1946), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-164120 >The Pla",http://www.theplantlist.org/tpl1.1/record/kew-164120,The Sapotaceae TEN,A,kew-164120,"",FALSE,"","",""
Pouteria gardneri,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,35.66,52.82,11.51,CS/CSR,7,Pouteria gardneri (Mart. & Miq.) Baehni,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2249,1,wfo-0000281769,urn:lsid:ipni.org:names:209774-2,164134,Pouteria gardneri,species,wfo-4000031064,(Mart. & Miq.) Baehni,Sapotaceae,"","",,Pouteria,"",gardneri,"",species,Valid,Candollea 9: 233 (1942),Accepted,"",wfo-0000855331,,"Source in seed data: wcs Updated scientificnameAuthorship from (Mart. & Eichler) Baehni to (Mart. & Miq.) Baehni, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-1",http://www.theplantlist.org/tpl1.1/record/kew-164134,The Sapotaceae TEN,A,kew-164134,"",FALSE,"","",""
Pouteria glomerata,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,49.48,44.4,6.13,CS,7,Pouteria glomerata (Miq.) Radlk.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2250,1,wfo-0000281780,urn:lsid:ipni.org:names:788965-1,164144,Pouteria glomerata,species,wfo-4000031064,Radlk.,Sapotaceae,"","",,Pouteria,"",glomerata,"",species,Valid,Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München 12: 333 (1882),Accepted,"",wfo-0000230810,,"Source in seed data: wcs Updated scientificnameAuthorship from (Miq.) Radlk. to Radlk., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-164144 >The Plant List v.1.",http://www.theplantlist.org/tpl1.1/record/kew-164144,The Sapotaceae TEN,A,kew-164144,"",FALSE,"","",""
Pouteria reticulata,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,34.62,52.77,12.61,CS/CSR,7,Pouteria reticulata (Engl.) Eyma,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2251,1,wfo-0000282034,urn:lsid:ipni.org:names:209864-2,164385,Pouteria reticulata,species,wfo-4000031064,(Engl.) Eyma,Sapotaceae,"","",,Pouteria,"",reticulata,"",species,Valid,Recueil Trav. Bot. Néerl. 33: 183 (1936),Accepted,"",wfo-0000857274,,"Source in seed data: wcs Update namepublishedIn from Recueil Trav. Bot. Néerl. 33: 183 1936  to Recueil Trav. Bot. Néerl. 33: 183 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli",http://www.theplantlist.org/tpl1.1/record/kew-164385,The Sapotaceae TEN,A,kew-164385,"",FALSE,"","",""
Pouteria stipitata Cronquist,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,29.98,58.95,11.06,S/CSR,7,Pouteria stipitata Cronquist,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,2252,1,wfo-0000282123,urn:lsid:ipni.org:names:209900-2,164470,Pouteria stipitata,species,wfo-4000031064,Cronquist,Sapotaceae,"","",,Pouteria,"",stipitata,"",species,Valid,Lloydia 9: 265 (1946),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Lloydia 9: 265 1946  to Lloydia 9: 265 (1946), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-164470 >The Pla",http://www.theplantlist.org/tpl1.1/record/kew-164470,The Sapotaceae TEN,A,kew-164470,"",FALSE,"","",""
Prenanthes purpurea L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,50.67,0,49.33,CR,1,Prenanthes purpurea L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2253,1,wfo-0000134561,urn:lsid:ipni.org:names:239557-1,GCC-3C969816-FC7B-44F1-BD04-8F193EBF11ED,Prenanthes purpurea,species,wfo-4000031103,L.,Asteraceae,"","",,Prenanthes,"",purpurea,"",species,Valid,Sp. Pl. : 797 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 797. 1753 [1 May 1753]  to Sp. Pl. : 797 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-95",http://www.theplantlist.org/tpl1.1/record/gcc-95344,The Asteraceaae TEN,A,gcc-95344,"",FALSE,"","",""
Prestelia eriopus Sch. Bip.,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,12.79,87.21,0,S,7,Prestelia eriopus Sch. Bip.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,2254,1,wfo-0000004830,urn:lsid:ipni.org:names:239619-1,GCC-E6E8E4C6-716C-4224-878D-A3E8AD601FF1,Prestelia eriopus,species,wfo-4000031114,Sch.Bip.,Asteraceae,"","",,Prestelia,"",eriopus,"",species,Valid,Festschr. 50 Järh. Jubil. Naturforsch. Gesellsch. Emden : 73 (1864),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 73 1864  to Festschr. 50 Järh. Jubil. Naturforsch. Gesellsch. Emden : 73 (1864), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/gcc-104643,The Asteraceaae TEN,A,gcc-104643,"",FALSE,"","",""
Primula algida Adams,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,53.99,19.93,26.07,C/CSR,1,Primula algida Adams,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2255,1,wfo-0001105340,urn:lsid:ipni.org:names:701520-1,26400024,Primula algida,species,wfo-4000031131,Adams,Primulaceae,"","",,Primula,"",algida,"",species,Valid,Beitr. Naturk. 1: 46 (1805),Accepted,"","",,"Source in seed data: tro Update namepublishedIn from Beitr. Naturk. (Weber & Mohr) 1: 46. 1805  to Beitr. Naturk. 1: 46 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",http://www.theplantlist.org/tpl1.1/record/tro-26400024,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-26400024,"",FALSE,"","",""
Primula auricula L. ciliata,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,67.27,0,32.73,C/CR,1,Primula auricula L. ciliata (Moretti) Lüdi,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,2256,1,wfo-0000483497,urn:lsid:ipni.org:names:701581-1,699378,Primula auricula,species,wfo-4000031131,L.,Primulaceae,"","",,Primula,"",auricula,"",species,Valid,Sp. Pl. : 143 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 143. 1753 [1 May 1753]  to Sp. Pl. : 143 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25",http://www.theplantlist.org/tpl1.1/record/kew-2564954,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2564954,"",FALSE,"","",""
Primula auriculata Lam.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,44.53,0,55.47,CR,1,Primula auriculata Lam.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,13,2257,1,wfo-0001106353,urn:lsid:ipni.org:names:702465-1,26401714,Primula pseudodenticulata,species,wfo-4000031131,Pax,Primulaceae,"","",,Primula,"",pseudodenticulata,"",species,Valid,"Pflanzenr. , IV, 237: 91 (1905)",Accepted,"","",,"Source in seed data: tro Update namepublishedIn from Pflanzenr. (Engler) Primul. 91. 1905 [14 Nov 1905]  to Pflanzenr. , IV, 237: 91 (1905), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl",http://www.theplantlist.org/tpl1.1/record/tro-26401714,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-26401714,"",TRUE,Synonym,wfo-0001106354,Primula auriculata var. polyphylla
Primula elatior Hill,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,56.5,0,43.5,CR,1,Primula elatior Hill,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,2258,1,wfo-0000483455,urn:lsid:ipni.org:names:701870-1,699300,Primula elatior,species,wfo-4000031131,Hill,Primulaceae,"","",,Primula,"",elatior,"",species,Valid,Veg. Syst. 8: 25 (1765),Accepted,"",wfo-0000747214,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Hill to Hill, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2564876 >The Plant List v.1.1.</a",http://www.theplantlist.org/tpl1.1/record/kew-2564876,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2564876,"",FALSE,"","",""
Primula farinosa L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,17.96,8.84,73.2,R/CR,1,Primula farinosa L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,2259,1,wfo-0001325436,urn:lsid:ipni.org:names:60428509-2,60428509-2,Primula farinosa f. alba,form,"",(H.Hara) T.Yamaz.,Primulaceae,"","",,Primula,"",farinosa,alba,form,"",J. Jap. Bot. 78(5): 297 (Oct. 2003).,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Primula glaucescens Moretti,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,45.61,35.47,18.92,CS/CSR,1,Primula glaucescens Moretti,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2260,1,wfo-0000483771,urn:lsid:ipni.org:names:701980-1,699860,Primula glaucescens,species,wfo-4000031131,Moretti,Primulaceae,"","",,Primula,"",glaucescens,"",species,Valid,"Giorn. Fis. , ser. 2, 5: 249 (1822)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Giorn. Fis. Chim. Storia Nat. Med. Arti Dec. 2, 5: 249. 1822 ; De quibusdam plantis Italiae. Dec. IV: 9 to Giorn. Fis. , ser. 2, 5: 249 (1822), information provided by Alan E. on email Jun. 07 2021 Mor",http://www.theplantlist.org/tpl1.1/record/kew-2565436,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2565436,"",FALSE,"","",""
Primula glutinosa Wulfen,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,21.43,0,78.57,R/CR,1,Primula glutinosa Wulfen,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2261,1,wfo-0000483778,urn:lsid:ipni.org:names:701986-1,699868,Primula glutinosa,species,wfo-4000031131,Wulfen,Primulaceae,"","",,Primula,"",glutinosa,"",species,Valid,Fl. Austriac. 5: 41 (1778),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Austriac. (Jacquin) v. 41.  to Fl. Austriac. 5: 41 (1778), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-2565444,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2565444,"",FALSE,"","",""
Primula hirsuta All.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,29.04,0,70.96,R/CR,1,Primula hirsuta All.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,2262,1,wfo-0000483882,urn:lsid:ipni.org:names:702039-1,700051,Primula hirsuta,species,wfo-4000031131,All.,Primulaceae,"","",,Primula,"",hirsuta,"",species,Valid,Auct. Syn. Meth. Stirp. Hort. Regii Taur. : 10 (1773),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Pedem. i. 93. 1785  to Auct. Syn. Meth. Stirp. Hort. Regii Taur. : 10 (1773), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-2565627,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2565627,"",FALSE,"","",""
Primula integrifolia L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,11.92,6.64,81.45,R,1,Primula integrifolia L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2263,1,wfo-0000483843,urn:lsid:ipni.org:names:702088-1,699988,Primula integrifolia,species,wfo-4000031131,L.,Primulaceae,"","",,Primula,"",integrifolia,"",species,Valid,Sp. Pl. : 144 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 144. 1753 [1 May 1753]  to Sp. Pl. : 144 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25",http://www.theplantlist.org/tpl1.1/record/kew-2565564,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2565564,"",FALSE,"","",""
Primula latifolia Lapeyr.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,42.92,0,57.08,CR,1,Primula latifolia Lapeyr.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2264,1,wfo-0000483679,urn:lsid:ipni.org:names:702171-1,699698,Primula latifolia,species,wfo-4000031131,Lapeyr.,Primulaceae,"","",,Primula,"",latifolia,"",species,Valid,Hist. Pl. Pyrénées : 97 (1813),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Hist. Pl. Pyrenées 97. 1813  to Hist. Pl. Pyrénées : 97 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2565274,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2565274,"",FALSE,"","",""
Primula ruprechtii Kusn.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,59.18,15.6,25.21,C/CSR,1,Primula ruprechtii Kusn.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,2265,1,wfo-0000482896,urn:lsid:ipni.org:names:702548-1,698472,Primula ruprechtii,species,"",Kusnez. ex Lipsky,Primulaceae,"","",,Primula,"",ruprechtii,"",species,"",Trudy Tiflissk. Bot. Sada 4: 386. 1899,Unchecked,"","",,"Source in seed data: ksu Updated Author from Kusn. ex Lipsky to Kusnez. ex Lipsky, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2564048 >The",http://www.theplantlist.org/tpl1.1/record/kew-2564048,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2564048,"",FALSE,"","",""
