species,author,popularNameNO,establishmentClass,alienStatus,riskCategory,validScientificName,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Sisymbrium loeselii,L.,strisennep,E,Selvstendig reproduserende,LO,Sisymbrium loeselii L.,Sisymbrium loeselii L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2181,1,wfo-0000432028,urn:lsid:ipni.org:names:237960-2,611908,Sisymbrium loeselii,species,wfo-4000035549,L.,Brassicaceae,"","",,Sisymbrium,"",loeselii,"",species,Valid,Cent. Pl. I : 18 (1755),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Cent. Pl. I 18 1755  to Cent. Pl. I : 18 (1755), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2474993 >The ",http://www.theplantlist.org/tpl1.1/record/kew-2474993,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2474993,"",FALSE,"","","",""
Sisymbrium orientale,L.,orientsennep,"",Selvstendig reproduserende,NK,Sisymbrium orientale L.,Sisymbrium orientale L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2182,1,wfo-0000432013,urn:lsid:ipni.org:names:289595-1,611871,Sisymbrium orientale,species,wfo-4000035549,L.,Brassicaceae,"","",,Sisymbrium,"",orientale,"",species,Valid,Cent. Pl. II : 24 (1756),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Cent. Pl. II 24 1756  to Cent. Pl. II : 24 (1756), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2474956 >Th",http://www.theplantlist.org/tpl1.1/record/kew-2474956,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2474956,"",FALSE,"","","",""
Sisymbrium strictissimum,L.,stivsennep,D2,Selvstendig reproduserende,LO,Sisymbrium strictissimum L.,Sisymbrium strictissimum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2183,1,wfo-0000431906,urn:lsid:ipni.org:names:324701-2,611652,Sisymbrium strictissimum,species,wfo-4000035549,L.,Brassicaceae,"","",,Sisymbrium,"",strictissimum,"",species,Valid,Sp. Pl. : 660 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 660 1753  to Sp. Pl. : 660 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2474737 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2474737,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2474737,"",FALSE,"","","",""
Sisymbrium volgense,M.Bieb. ex E.Fourn.,volgasennep,A,Dørstokkart,NK,Sisymbrium volgense M.Bieb. ex E.Fourn.,Sisymbrium volgense M.Bieb. ex E.Fourn.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,20,2184,1,wfo-0000431878,urn:lsid:ipni.org:names:289854-1,611601,Sisymbrium volgense,species,wfo-4000035549,M.Bieb. ex E.Fourn.,Brassicaceae,"","",,Sisymbrium,"",volgense,"",species,Valid,Rech. Anat. Taxon. Crucifères : 97 (1865),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Recherches Anat. Taxon. Fam. Crucifer. 97. 1865  to Rech. Anat. Taxon. Crucifères : 97 (1865), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t",http://www.theplantlist.org/tpl1.1/record/kew-2474685,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2474685,"",FALSE,"","","",""
Sisyrinchium californicum,(Ker Gawl.) Dryand.,"",B2,Dørstokkart,LO,Sisyrinchium californicum,Sisyrinchium californicum (Ker Gawl.) Dryand.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2185,1,wfo-0000786434,urn:lsid:ipni.org:names:440976-1,324996,Sisyrinchium californicum,species,wfo-4000035553,(Ker Gawl.) W.T.Aiton,Iridaceae,"","",,Sisyrinchium,"",californicum,"",species,Valid,Hortus Kew. 4: 135 (1812),Accepted,"",wfo-0000785262,,"Source in seed data: iplants Updated scientificnameAuthorship from (Ker Gawl.) Dryand. to (Ker Gawl.) W.T.Aiton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-32",http://www.theplantlist.org/tpl1.1/record/kew-324996,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-324996,"",FALSE,"","","",""
Sisyrinchium montanum,Greene,sivlilje,C3,Selvstendig reproduserende,NK,Sisyrinchium montanum Greene,Sisyrinchium montanum Greene,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2186,1,wfo-0000786519,urn:lsid:ipni.org:names:441187-1,325079,Sisyrinchium montanum,species,wfo-4000035553,Greene,Iridaceae,"","",,Sisyrinchium,"",montanum,"",species,Valid,Pittonia 4: 33 (1899),Accepted,"","",,"Source in seed data: iplants Update namepublishedIn from Pittonia 4(20): 33. 1899 [17 Mar 1899]  to Pittonia 4: 33 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec",http://www.theplantlist.org/tpl1.1/record/kew-325079,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-325079,"",FALSE,"","","",""
Sitophilus granarius,"(Linnaeus, 1758)",kornsnutebille,B1,Dørstokkart,NK,Sitophilus granarius,"Sitophilus granarius (Linnaeus, 1758)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,14,2187,1,wfo-0000993468,urn:lsid:ipni.org:names:737132-1,22632,Rubus granitophilus,species,"",Sudre,Rosaceae,"","",,Rubus,"",granitophilus,"",species,"",Excurs. Batol. 131. 1902 [1901 publ. 1902],Unchecked,"","",,"Source in seed data: rjp Updated namePublishedIn from Excursions batologiques dans les Pyren‚es ou description et analyse des Rubus des Pyr‚n‚es fran‡ais ; 1898 131 1902  to Excurs. Batol. 131. 1902 [1901 publ. 1902] , according to IPNI. Informat",http://www.theplantlist.org/tpl1.1/record/rjp-22632,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-22632,"",FALSE,"","","",""
Smyrnium perfoliatum,L.,vingekjeks,A,Dørstokkart,LO,Smyrnium perfoliatum L.,Smyrnium perfoliatum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2188,1,wfo-0000431294,urn:lsid:ipni.org:names:849123-1,610527,Smyrnium perfoliatum,species,wfo-4000035640,L.,Apiaceae,"","",,Smyrnium,"",perfoliatum,"",species,Valid,Sp. Pl. : 262 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 262. 1753 [1 May 1753]  to Sp. Pl. : 262 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24",http://www.theplantlist.org/tpl1.1/record/kew-2473607,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2473607,"",FALSE,"","","",""
Solanum americanum,Mill.,adventivsøtvier,D1,Selvstendig reproduserende,LO,Solanum americanum Mill.,Solanum americanum Mill.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2189,1,wfo-0001025878,"",905,Solanum americanum,species,wfo-4000035688,Mill.,Solanaceae,"","",,Solanum,"",americanum,"",species,Valid,"Gard. Dict. ed. 8, no. 5. 1768.",Accepted,"","",,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-americanum,The Solanaceae TEN,A,sol-06729,"",FALSE,"","","",""
Solanum decipiens,Opiz,kjertelsøtvier,D2,Selvstendig reproduserende,PH,Solanum decipiens Opiz,Solanum decipiens Opiz,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,2190,1,wfo-0001029815,"",4204,Solanum nigrum,species,wfo-4000035688,L.,Solanaceae,"","",,Solanum,"",nigrum,"",species,Valid,Sp. Pl. 186. 1753.,Accepted,"","",,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-nigrum,The Solanaceae TEN,A,sol-10666,"",TRUE,Synonym,wfo-0001027429,Solanum decipiens,""
Solanum physalifolium,Rusby,begersøtvier,C3,Selvstendig reproduserende,HI,Solanum physalifolium Rusby,Solanum physalifolium Rusby,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2191,1,wfo-0001030389,"",4594,Solanum physalifolium,species,wfo-4000035688,Rusby,Solanaceae,"","",,Solanum,"",physalifolium,"",species,Valid,Mem. Torrey Bot. Club 6: 88. 1896.,Accepted,"","",,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-physalifolium,The Solanaceae TEN,A,sol-11240,"",FALSE,"","","",""
Solanum villosum,Mill.,kantsøtvier,"",Ikke fremmed,NR,Solanum villosum Mill.,Solanum villosum Mill.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,2192,2,wfo-0001032383,"",6214,Solanum villosum,species,wfo-4000035688,Mill.,Solanaceae,"","",,Solanum,"",villosum,"",species,Valid,"Gard. Dict. ed. 8, no. 2. 1768.",Accepted,"","",,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-villosum,The Solanaceae TEN,A,sol-13234,"",FALSE,"","","",Not a synonym
Solanum villosum subsp. miniatum,(Bernh. ex Willd.) Edmonds,vingesøtvier,"",Ikke fremmed,NR,Solanum villosum subsp. miniatum,Solanum villosum subsp. miniatum (Bernh. ex Willd.) Edmonds,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2193,1,wfo-0001032383,"",6214,Solanum villosum,species,wfo-4000035688,Mill.,Solanaceae,"","",,Solanum,"",villosum,"",species,Valid,"Gard. Dict. ed. 8, no. 2. 1768.",Accepted,"","",,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-villosum,The Solanaceae TEN,A,sol-13234,"",TRUE,Synonym,wfo-0001032394,Solanum villosum subsp. miniatum,""
Solanum villosum subsp. villosum,"",gulsøtvier,C2,Selvstendig reproduserende,LO,Solanum villosum subsp. villosum,Solanum villosum subsp. villosum ,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,4,2194,1,wfo-0000937813,urn:lsid:ipni.org:names:271438-1,5647,Alangium villosum,species,wfo-4000001081,(Blume) Wangerin,Cornaceae,"","",,Alangium,"",villosum,"",species,Valid,Beibl. Bot. Jahrb. Syst. 86: 61 (1906),Accepted,"",wfo-0000317551,,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 38(84): 61 1906  to Beibl. Bot. Jahrb. Syst. 86: 61 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",http://www.theplantlist.org/tpl1.1/record/kew-5647,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-5647,"",TRUE,Synonym,wfo-0000937945,Alangium villosum subsp. villosum,""
Soleirolia soleirolii,(Req.) Dandy,"",B1,Dørstokkart,LO,Soleirolia soleirolii,Soleirolia soleirolii (Req.) Dandy,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2195,1,wfo-0000502122,urn:lsid:ipni.org:names:856545-1,729578,Soleirolia soleirolii,species,wfo-4000035694,(Req.) Dandy,Urticaceae,"","",,Soleirolia,"",soleirolii,"",species,Valid,Feddes Repert. 70: 4 (1965),Accepted,"",wfo-0000719319,,"Source in seed data: cmp Update namepublishedIn from Feddes Repert. 70: 4 1965  to Feddes Repert. 70: 4 (1965), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-259",http://www.theplantlist.org/tpl1.1/record/kew-2596260,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2596260,"",FALSE,"","","",""
Solenopsis fugax,"(Latreille, 1798)",tyvmaur,"",Ikke fremmed,NR,Solenopsis fugax,"Solenopsis fugax (Latreille, 1798)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,6,2196,1,wfo-4000035717,urn:lsid:ipni.org:names:5830-1,40001833,Solenopsis,genus,wfo-7000000106,C.Presl,Campanulaceae,"","",,Solenopsis,"","","",genus,Valid,Prodr. Monogr. Lobel. : 32 (1836),Accepted,"","",,"Source in seed data: TPL1.1 Update namepublishedIn from Prodr. Monogr. Lobel. 32 (1836). [Jul-Aug 1836]  to Prodr. Monogr. Lobel. : 32 (1836), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",""
Solidago canadensis,L.,kanadagullris,E,Selvstendig reproduserende,SE,Solidago canadensis L.,Solidago canadensis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2197,1,wfo-0000060775,urn:lsid:ipni.org:names:249454-1,GCC-B734D161-8EB6-4443-A428-20E34D7DA8EC,Solidago canadensis,species,wfo-4000035732,L.,Asteraceae,"","",,Solidago,"",canadensis,"",species,Valid,Sp. Pl. : 878 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 878 1753  to Sp. Pl. : 878 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-17814 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/gcc-17814,The Asteraceaae TEN,A,gcc-17814,"",FALSE,"","","",""
Solidago gigantea subsp. serotina,(Kuntze) McNeill,kjempegullris,"",Selvstendig reproduserende,LO,Solidago gigantea subsp. serotina,Solidago gigantea subsp. serotina (Kuntze) McNeill,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2198,1,wfo-0000130517,urn:lsid:ipni.org:names:240237-2,GCC-830E56C9-8DEC-4A8C-B9C6-8655463ACDEF,Solidago gigantea,species,wfo-4000035732,Aiton,Asteraceae,"","",,Solidago,"",gigantea,"",species,Valid,Hort. Kew. [W. Aiton] 3: 211. 1789,Accepted,"","",,"Source in seed data: gcc Updated namepublishedIn from 211 1789  to Hort. Kew. [W. Aiton] 3: 211. 1789 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-91414 >The ",http://www.theplantlist.org/tpl1.1/record/gcc-91414,The Asteraceaae TEN,A,gcc-91414,"",TRUE,Synonym,wfo-0000068989,Solidago gigantea subsp. serotina,""
Solidago nemoralis,Aiton,"",A,Dørstokkart,LO,Solidago nemoralis Aiton,Solidago nemoralis Aiton,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2199,1,wfo-0000013309,urn:lsid:ipni.org:names:249731-1,GCC-F94F0F34-FBD2-48C0-8B43-B66FC73B34F3,Solidago nemoralis,species,wfo-4000035732,Aiton,Asteraceae,"","",,Solidago,"",nemoralis,"",species,Valid,Hort. Kew. 3: 213 (1789),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 213 1789  to Hort. Kew. 3: 213 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-112880 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/gcc-112880,The Asteraceaae TEN,A,gcc-112880,"",FALSE,"","","",""
Solidago ptarmicoides,(Torr. & A.Gray) B.Boivin,præriegullris,C0,Dørstokkart,NK,Solidago ptarmicoides,Solidago ptarmicoides (Torr. & A.Gray) B.Boivin,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2200,1,wfo-0000076994,urn:lsid:ipni.org:names:240429-2,GCC-351E9673-3EAA-48CE-AAE3-3E5E48A5B7DE,Solidago ptarmicoides,species,wfo-4000035732,(Torr. & A.Gray) B.Boivin,Asteraceae,"","",,Solidago,"",ptarmicoides,"",species,Valid,Phytologia 23(1): 21 (1972),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 21 1972  to Phytologia 23(1): 21 (1972), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-33632 >The Plant List",http://www.theplantlist.org/tpl1.1/record/gcc-33632,The Asteraceaae TEN,A,gcc-33632,"",FALSE,"","","",""
Solidago rugosa,Mill.,strigullris,C0,Dørstokkart,NK,Solidago rugosa Mill.,Solidago rugosa Mill.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2201,1,wfo-0000027996,urn:lsid:ipni.org:names:249846-1,GCC-5936E095-6C38-41BC-9DFD-D6BAEA4FD734,Solidago rugosa,species,wfo-4000035732,Mill.,Asteraceae,"","",,Solidago,"",rugosa,"",species,Valid,Gard. Dict. ed. 8 : n.° 25 (1768),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 1768  to Gard. Dict. ed. 8 : n.° 25 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-127058 >The Plant",http://www.theplantlist.org/tpl1.1/record/gcc-127058,The Asteraceaae TEN,A,gcc-127058,"",FALSE,"","","",""
Solieria chordalis,"","",A,Dørstokkart,LO,Solieria chordalis,Solieria chordalis ,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,9,2202,1,wfo-0000221642,urn:lsid:ipni.org:names:134107-2,106609,Kurzamra pulchella,species,wfo-4000020305,(Clos) Kuntze,Lamiaceae,"","",,Kurzamra,"",pulchella,"",species,Valid,Revis. Gen. Pl. 2: 521 (1891),Accepted,"",wfo-0000311746,,"Source in seed data: wcs Update namepublishedIn from Revis. Gen. Pl. 2: 521 1891  to Revis. Gen. Pl. 2: 521 (1891), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-106609,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-106609,"",TRUE,Synonym,wfo-0000311746,Soliera pulchella,""
Soliva sessilis,Ruiz & Pav.,plenborre,C0,Dørstokkart,LO,Soliva sessilis Ruiz & Pav.,Soliva sessilis Ruiz & Pav.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,12,2203,1,wfo-0000137842,urn:lsid:ipni.org:names:330243-2,GCC-A483D47F-CA6D-4321-BBA0-964FD3039C7A,Soliva sessilis,species,wfo-4000035736,Ruiz & Pav.,Asteraceae,"","",,Soliva,"",sessilis,"",species,Valid,Fl. Peruv. Prodr. : 113 (1794),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 1794  to Fl. Peruv. Prodr. : 113 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-98509 >The Plant List",http://www.theplantlist.org/tpl1.1/record/gcc-98509,The Asteraceaae TEN,A,gcc-98509,"",FALSE,"","","",""
Sorbaria grandiflora,(Sweet) Maxim.,"",B2,Dørstokkart,LO,Sorbaria grandiflora,Sorbaria grandiflora (Sweet) Maxim.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2204,1,wfo-0000988819,urn:lsid:ipni.org:names:741575-1,16883,Sorbaria grandiflora,species,wfo-4000035793,(Sweet) Maxim.,Rosaceae,"","",,Sorbaria,"",grandiflora,"",species,Valid,Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 223 (1879),Accepted,"",wfo-0001009411,,"Source in seed data: rjp Update namepublishedIn from Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 223. 1879  to Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 223 (1879), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht",http://www.theplantlist.org/tpl1.1/record/rjp-16883,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-16883,"",FALSE,"","","",""
Sorbaria kirilowii,(Regel) Maxim.,"",A,Dørstokkart,NK,Sorbaria kirilowii,Sorbaria kirilowii (Regel) Maxim.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2205,1,wfo-0000984624,urn:lsid:ipni.org:names:741576-1,1154,Sorbaria kirilowii,species,wfo-4000035793,(Regel) Maxim.,Rosaceae,"","",,Sorbaria,"",kirilowii,"",species,Valid,Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 225 (1879),Accepted,"",wfo-0000984724,,"Source in seed data: rjp Update namepublishedIn from Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 225. 1879  to Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 225 (1879), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht",http://www.theplantlist.org/tpl1.1/record/rjp-1154,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1154,"",FALSE,"","","",""
Sorbaria sorbifolia,(L.) A.Braun,rognspirea,E,Selvstendig reproduserende,SE,Sorbaria sorbifolia,Sorbaria sorbifolia (L.) A.Braun,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2206,1,wfo-0001013016,urn:lsid:ipni.org:names:1034036-2,561,Sorbaria sorbifolia,species,wfo-4000035793,(L.) A.Braun,Rosaceae,"","",,Sorbaria,"",sorbifolia,"",species,Valid,Fl. Brandenburg 1: 177 (1860),Accepted,"",wfo-0001010392,,"Source in seed data: rjp Update namepublishedIn from Flora der Provinz Brandenburg, der Altmark und des Herzogthums Magdeburg ; 1859 177 1860  to Fl. Brandenburg 1: 177 (1860), information provided by Alan E. on email Jun. 07 2021 More details could be f",http://www.theplantlist.org/tpl1.1/record/rjp-561,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-561,"",FALSE,"","","",""
×Sorbaronia mitschurinii,(A.K.Skvortsov & Maitul.) Sennikov,storsurbær,D1,Selvstendig reproduserende,HI,×Sorbaronia mitschurinii,×Sorbaronia mitschurinii (A.K.Skvortsov & Maitul.) Sennikov,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2207,1,wfo-0001016108,urn:lsid:ipni.org:names:287704-2,6721,Sorbaronia × fallax,species,wfo-4000035794,C.K.Schneid.,Rosaceae,"","",,Sorbaronia,"",fallax,"",species,Valid,Repert. Spec. Nov. Regni Veg. 3: 134 (1906),Accepted,"",wfo-0000988052,,"Source in seed data: rjp Updated scientificnameAuthorship from (C.K.Schneid.) C.K.Schneid. to C.K.Schneid., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-6721 >T",http://www.theplantlist.org/tpl1.1/record/rjp-6721,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-6721,×,TRUE,Synonym,wfo-0001336649,Sorbaronia mitschurinii,""
Sorbus ×arnoldiana,Rehder,"",B2,Dørstokkart,NK,Sorbus ×arnoldiana Rehder,Sorbus ×arnoldiana Rehder,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2208,1,wfo-0000991210,urn:lsid:ipni.org:names:741632-1,19843,Sorbus arnoldiana,species,"",Rehder,Rosaceae,"","",,Sorbus,"",arnoldiana,"",species,"","J. Arnold Arbor. 2: 42, hybr. 1920",Unchecked,"","",,"Source in seed data: rjp Updated namepublishedIn from ; 1920 42 1920  to J. Arnold Arbor. 2: 42, hybr. 1920 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-19843",http://www.theplantlist.org/tpl1.1/record/rjp-19843,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-19843,"",FALSE,"","","",""
Sorbus cashmiriana,Hedl.,"",B2,Dørstokkart,LO,Sorbus cashmiriana Hedl.,Sorbus cashmiriana Hedl.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2209,1,wfo-0000985840,urn:lsid:ipni.org:names:741670-1,1326,Sorbus cashmiriana,species,wfo-4000035797,Hedl.,Rosaceae,"","",,Sorbus,"",cashmiriana,"",species,Valid,"Kongl. Svenska Vetensk. Acad. Handl. , n.s., 35(1): 35 (1901)",Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Kongl. Svenska Vetensk.-Akad. Handl. xxxv. No. 1, 35. 1901  to Kongl. Svenska Vetensk. Acad. Handl. , n.s., 35(1): 35 (1901), information provided by Alan E. on email Jun. 07 2021 More details could be",http://www.theplantlist.org/tpl1.1/record/rjp-1326,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1326,"",FALSE,"","","",""
Sorbus commixta,Hedl.,korearogn,C2,Selvstendig reproduserende,LO,Sorbus commixta Hedl.,Sorbus commixta Hedl.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2210,1,wfo-0000985995,urn:lsid:ipni.org:names:741676-1,1353,Sorbus commixta,species,wfo-4000035797,Hedl.,Rosaceae,"","",,Sorbus,"",commixta,"",species,Valid,"Kongl. Svenska Vetensk. Acad. Handl. , n.s., 35(1): 38 (1901)",Accepted,"","",,"Source in seed data: rjp Update namepublishedIn from Kongl. Svenska Vetensk.-Akad. Handl. xxxv. No. 1, 38. 1901  to Kongl. Svenska Vetensk. Acad. Handl. , n.s., 35(1): 38 (1901), information provided by Alan E. on email Jun. 07 2021 More details could be",http://www.theplantlist.org/tpl1.1/record/rjp-1353,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1353,"",FALSE,"","","",""
